Country,start_year,start_age,current_age,gender,mortality 
NGA,2069,-2,52,female,0.014103047
NGA,2069,-2,52,male,0.014631153
NGA,2070,-2,53,female,0.014101425
NGA,2070,-2,53,male,0.014589597
NGA,2071,-2,54,female,0.014099798
NGA,2071,-2,54,male,0.014548165
NGA,2072,-2,55,female,0.016604278
NGA,2072,-2,55,male,0.017501682
NGA,2073,-2,56,female,0.016574375
NGA,2073,-2,56,male,0.01743128
NGA,2074,-2,57,female,0.016544528
NGA,2074,-2,57,male,0.01736116
NGA,2075,-2,58,female,0.016514735
NGA,2075,-2,58,male,0.017291332
NGA,2076,-2,59,female,0.016484994
NGA,2076,-2,59,male,0.017221777
NGA,2077,-2,60,female,0.025935793
NGA,2077,-2,60,male,0.025607305
NGA,2078,-2,61,female,0.025890131
NGA,2078,-2,61,male,0.025507702
NGA,2079,-2,62,female,0.025844542
NGA,2079,-2,62,male,0.025408488
NGA,2080,-2,63,female,0.025799034
NGA,2080,-2,63,male,0.025309652
NGA,2081,-2,64,female,0.025753606
NGA,2081,-2,64,male,0.025211208
NGA,2082,-2,65,female,0.042583216
NGA,2082,-2,65,male,0.039685622
NGA,2083,-2,66,female,0.042526633
NGA,2083,-2,66,male,0.039551765
NGA,2084,-2,67,female,0.042470135
NGA,2084,-2,67,male,0.039418358
NGA,2085,-2,68,female,0.0424137
NGA,2085,-2,68,male,0.039285403
NGA,2086,-2,69,female,0.075083658
NGA,2086,-2,69,male,0.066833794
NGA,2087,-2,70,female,0.075029977
NGA,2087,-2,70,male,0.066649817
NGA,2088,-2,71,female,0.074976325
NGA,2088,-2,71,male,0.066466346
NGA,2089,-2,72,female,0.074922703
NGA,2089,-2,72,male,0.066283375
NGA,2090,-2,73,female,0.074869134
NGA,2090,-2,73,male,0.06610091
NGA,2091,-2,74,female,0.074815601
NGA,2091,-2,74,male,0.065918945
NGA,2092,-2,75,female,0.13140665
NGA,2092,-2,75,male,0.115259171
NGA,2093,-2,76,female,0.131393835
NGA,2093,-2,76,male,0.115029119
NGA,2094,-2,77,female,0.131381035
NGA,2094,-2,77,male,0.114799522
NGA,2095,-2,78,female,0.13136825
NGA,2095,-2,78,male,0.114570387
NGA,2096,-2,79,female,0.131355435
NGA,2096,-2,79,male,0.114341713
NGA,2097,-2,80,female,0.225951478
NGA,2097,-2,80,male,0.196795166
NGA,2098,-2,81,female,0.226030275
NGA,2098,-2,81,male,0.196538657
NGA,2099,-2,82,female,0.226109132
NGA,2099,-2,82,male,0.196282491
NGA,2100,-2,83,female,0.226188019
NGA,2100,-2,83,male,0.196026668
NGA,2101,-2,84,female,0.226266935
NGA,2101,-2,84,male,0.195771158
NGA,2102,-2,85,female,0.337250859
NGA,2102,-2,85,male,0.306670994
NGA,2103,-2,86,female,0.337394238
NGA,2103,-2,86,male,0.306394428
NGA,2104,-2,87,female,0.337537706
NGA,2104,-2,87,male,0.306118071
NGA,2105,-2,88,female,0.337681234
NGA,2105,-2,88,male,0.305841982
NGA,2106,-2,89,female,0.337824792
NGA,2106,-2,89,male,0.305566162
NGA,2107,-2,90,female,0.479605466
NGA,2107,-2,90,male,0.449603647
NGA,2108,-2,91,female,0.479870796
NGA,2108,-2,91,male,0.449335784
NGA,2109,-2,92,female,0.480136275
NGA,2109,-2,92,male,0.449068099
NGA,2110,-2,93,female,0.480401903
NGA,2110,-2,93,male,0.448800564
NGA,2111,-2,94,female,0.480667651
NGA,2111,-2,94,male,0.448533177
NGA,2112,-2,95,female,0.608878255
NGA,2112,-2,95,male,0.578073323
NGA,2113,-2,96,female,0.609362304
NGA,2113,-2,96,male,0.578026831
NGA,2114,-2,97,female,0.609846711
NGA,2114,-2,97,male,0.577980399
NGA,2115,-2,98,female,0.610331535
NGA,2115,-2,98,male,0.577933967
NGA,2015,-1,-1,female,0
NGA,2015,-1,-1,male,0
NGA,2016,-1,0,female,0.070422657
NGA,2016,-1,0,male,0.085512348
NGA,2017,-1,1,female,0.011641218
NGA,2017,-1,1,male,0.011607982
NGA,2018,-1,2,female,0.011286859
NGA,2018,-1,2,male,0.011242502
NGA,2019,-1,3,female,0.010943288
